ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Accession_Name,Country_of_Origin,Region,Alu.Tol,Flowering time at Arkansas,Flowering time at Faridpur,Flowering time at Aberdeen,FT ratio of Arkansas/Aberdeen,FT ratio of Faridpur/Aberdeen,Culm habit,Leaf pubescence,Flag leaf length,Flag leaf width,Awn presence,Panicle number per plant,Plant height,Panicle length,Primary panicle branch number,Seed number per panicle,Florets per panicle,Panicle fertility,Seed length,Seed width,Seed volume,Seed surface area,Brown rice seed length,Brown rice seed width,Brown rice surface area,Brown rice volume,Seed length/width ratio,Brown rice length/width ratio,Seed color,Pericarp color,Straighthead suseptability,Blast resistance,Amylose content,Alkali spreading value,Protein content
NSFTV121,-28.646930327369297,-2.8771691195211764,-11.139738890472765,-4.079492283235252,-4.384267042356748,-1.009866400854585,-3.5696669827694953,4.9708970100345455,-0.5239349422203283,0.4307552196923229,Ostiglia,Argentina,America,0.83,84.16666667,66,126,0.667989418,0.523809524,2.5,1,32.53333333,1.008333333,0,2.803360381,113.6666667,22.10909091,10.72727273,4.72812501,5.065228693,0.714,7.50465,3.709325,2.499288155,3.82952977,5.363833333,3.105133333,3.420867647,7.009283333,2.023,1.727,light,light,6,4,15.28333333,6.5,8.2
NSFTV122,-16.962770648584517,5.081684900218117,11.337529347948136,2.4027574864149646,4.213931537352483,-0.6186391691742611,4.080196907789626,-4.646738651466053,2.5446964665346736,0.14611089817070202,Padi Kasalle,Indonesia,Pacific,0.692,107.1111111,76,149,0.718866518,0.510067114,4,NA,39.46666667,1.491666667,1,3.355735008,160.1666667,29.46666667,13,4.68981766,4.934473933,0.783,7.650075,3.193858333,2.228339163,3.707238229,5.814316667,2.700191667,3.356821626,5.7077,2.395,2.153,light,light,7.501666667,3,22.12666667,6.5,10.05
NSFTV123,46.53579157505372,18.523579726931594,-8.702529949612837,0.8605402610924836,-1.6063896412658274,16.474191883500545,-1.1013618600677986,2.0020805489463886,-5.279394190805188,-1.9440740958573275,Pagaiyahan,Taiwan,E Asia,0.32,92,80,88,1.045454545,0.909090909,5,NA,27.38888889,1.2,1,3.789855371,132.1111111,23.6,9.875,4.937086606,5.072328863,0.874,7.511091667,3.097058333,2.161630022,3.667314425,5.369375,2.658125,3.282342522,5.253675,2.425,2.02,light,light,8.668333334,3,24.79,6.25,7.55
NSFTV124,2.6250094324869218,-9.214925474500024,5.7729333854028795,34.341075105615744,-2.224890795935538,-0.5364465438204388,-0.04129255629470978,2.313145738142328,-2.713086683965729,1.984802413925849,Pankhari 203,India,S Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,24.445,7,NA
NSFTV125,46.36959173280633,17.307650731304832,-8.839712193329463,1.4322799432953814,-1.790517656855129,11.109685238809053,-5.456036562356174,-0.26857270017577223,-0.19049104313267157,-1.7326223424183695,Pao-Tou-Hung,China,E Asia,0.26,92.75,80,88,1.053977273,0.909090909,7,1,41.42222222,1.188888889,0,3.801091445,153.0833333,29.48888889,10.66666667,4.987404575,5.148140263,0.852,8.212183333,3.069025,2.252166854,3.760505107,5.854025,2.588066667,3.341409042,5.443025,2.676,2.262,light,light,8.333333334,6,23.59,5.833333334,7.4
NSFTV126,40.25811813809732,14.804549629561103,-6.62457764164087,0.29210375615020784,-0.49851914358470095,-6.082637405169211,2.398005675534161,1.1876964966996213,6.485613222724777,2.5212657124267306,Pappaku,Taiwan,E Asia,0.578,100,NA,222,0.45045045,NA,4.2,1,25.74,1.43,0,3.604893798,144,24.18571429,13.14285714,4.771625801,5.041990396,0.763,7.450941667,3.566516667,2.385532041,3.763370433,5.311825,2.588425,3.232036509,4.882675,2.089,2.052,light,light,6.585,1,25.19,6.375,9.3
NSFTV128,-31.051787290433644,-0.516046054642769,-4.869867988299171,-5.646243022307676,-5.7401659342471065,-0.5134459104121739,-1.8873382300347274,3.0105123711304045,-0.3524302708016081,1.167772049418819,Pato De Gallinazo,Australia,Pacific,0.823,81.25,NA,108,0.752314815,NA,3,1,29,1.4,0,3.273995124,116.5555556,24.275,11.25,5.15224007,5.281818367,0.878,7.70395,3.347641667,2.352506363,3.774348949,5.741091667,2.7981,3.39297786,6.171366667,2.301,2.052,light,light,6.668333334,7,16.04666667,6.916666667,7.95
NSFTV129,45.74754521967118,18.335937931088942,-8.75992322858945,0.7461803137499753,-1.7180012655150663,16.313022121866986,-1.1753797656908487,1.774965973608922,-5.085753793628929,-1.9439414253718166,Peh-Kuh,Taiwan,E Asia,0.3,88.83333333,77,88,1.009469697,0.875,5.5,NA,26.09166667,1.166666667,0,3.795489189,136,26.44166667,10.25,4.864324175,5.112991301,0.78,7.633277778,3.099344444,2.187244073,3.690290957,5.4795,2.642583333,3.299399648,5.31955,2.463,2.074,light,light,8.668333334,3,25.15,5.944444445,7.75
NSFTV130,46.495750210286566,18.50815808577607,-8.75453278454843,0.9235320166763653,-1.619889894747865,16.497651653068658,-1.2194460556834312,1.8605164995362686,-5.1748255350491545,-1.8698092815909197,Peh-Kuh-Tsao-Tu,Taiwan,E Asia,0.34,87.75,76,81,1.083333333,0.938271605,7,NA,23.06666667,1.083333333,0,3.83765859,144.3333333,24.61111111,8.444444444,4.830493179,4.940992861,0.895,7.544575,3.120641667,2.181013327,3.679155244,5.413725,2.654216667,3.289764454,5.28545,2.418,2.04,light,light,8.665,4,25.355,5.5,7.65
NSFTV131,35.8619773759029,-27.72772121140101,6.9183063101278535,-2.53247138191431,-1.9606396390487288,-0.9855903555296366,-2.2093819011883085,-2.4391994306520033,-0.3977985334591199,-0.5769052725664416,Phudugey,Bhutan,S Asia,0.16,80.77777778,68,91,0.887667888,0.747252747,4.2,1,34.71,1.51,1,3.453157121,139.6,27.07,9.8,5.134490392,5.280379666,0.864,8.347644444,2.7529,2.110232055,3.661830804,5.9287,2.2923,3.226903076,4.545944444,3.032,2.586,light,light,9,6,27.20666667,5.875,7.05
NSFTV132,42.73341522369109,15.587981188715425,-5.308437507313152,-0.9655657022760099,1.417323734002183,-13.544349473023576,7.990797929859817,1.4341438853272708,-1.5092103069884297,-0.17231248340277863,Rathuwee,Sri Lanka,S Asia,0.35,104.8333333,80,117,0.896011396,0.683760684,4.333333333,NA,43.16666667,1.538888889,0,3.149882953,128.8888889,29.42,13.2,5.635114226,5.836404363,0.818,8.325758333,2.7148,2.020779056,3.657102798,5.973191667,2.295533333,3.247016794,4.383516667,3.067,2.602,light,light,8.666666667,1,26.5,6.527777778,7.75
NSFTV134,-31.434137843146623,-1.797656725300577,-8.375269180670527,-1.5544177294683956,-3.403864413573724,-0.014567679810935923,-0.3254344421107559,0.06180727552846162,0.42407908243333,-2.327704904118842,Romeo,Italy,Europe,0.48,81.6,66,88,0.927272727,0.75,4.636363636,1,31.37272727,1.281818182,0,2.47730205,110.8181818,21.80909091,12.09090909,5.184333921,5.370215106,0.83,8.646136364,3.961845455,2.792694334,4.051771667,6.20984,3.29668,3.621124031,9.05076,2.182,1.884,light,light,4.668333334,5,15.03333333,6.25,9.9
NSFTV136,45.08757154534379,14.747232306755185,-6.857145378511355,-0.44877203950656425,0.013489753928778339,-5.920773861504589,-1.4253414103441542,-0.42292784388443944,7.182601865815157,2.355960851996258,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,6,NA,NA,NA
NSFTV137,45.200520402551305,16.399578135580843,-7.608813463737642,0.5165787843940916,-2.1841914748338547,14.963254114812214,-6.308227614648008,-2.336322196352983,1.5519385563802506,-1.1287847017714725,RTS14,Vietnam,SE Asia,0.25,82.33333333,69,77,1.069264069,0.896103896,6.5,NA,30.83333333,1.133333333,0,4.04158821,130.2222222,27.91666667,8.666666667,4.675374445,4.728192001,0.949,8.116016667,3.0161,2.234916344,3.751952644,5.90735,2.53195,3.342310711,5.368066667,2.691,2.333,light,light,8.001666667,1,22.43333333,5.388888889,7.95
NSFTV138,44.15569984224701,9.950911538746489,-5.34346391127296,0.08674392095844188,0.3794147024780124,-11.167701069910393,-4.273532200376165,-3.898838464722702,4.401805813412167,3.9526361116173043,RTS4,Vietnam,SE Asia,0.58,NA,NA,165,NA,NA,2,1,43.25,0.716666667,0,3.737669618,139.2222222,24.56666667,11.16666667,3.751183337,4.722318099,0.379,7.243433333,2.883,1.946291029,3.537586493,5.075666667,2.3939,3.090910626,3.86765,2.512,2.12,light,light,9,6,25.72666667,7,9.6
NSFTV139,-20.63238336723816,7.137171609759383,16.59446427974017,-4.5118449452629905,16.75727201448566,0.10646819017262013,-4.413792797120495,2.1505451723204745,-0.09768453940386773,-2.6913400159486702,S4542A3-49B-2B12,United States,America,0.69,89.6,78,114,0.785964912,0.684210526,3,0,33.06,1.19,0,2.602689685,107.1,28.79,14.5,5.521860838,5.730424406,0.812,9.04751,2.33926,1.832650261,3.608805954,6.86718,1.96184,3.209447114,3.56782,3.868,3.5,light,light,8.331666667,9,21.58,4.833333334,8.2
NSFTV140,-25.45087733871194,5.499597325596299,10.686390953766507,-3.6533035451413247,7.010855051249782,1.146822569772185,-4.774542835068409,3.3423322316678963,-1.2685178264737682,1.7225520609279164,Saturn,United States,America,0.74,82.45454545,64,88,0.936983471,0.727272727,1.545454545,0,30.15454545,1.372727273,0,3.113515309,99.81818182,22.92,10.3,4.841822087,5.245443877,0.668,8.251154545,3.134427273,2.294734356,3.785043402,5.966872727,2.610436364,3.363614769,5.5769,2.632,2.286,light,light,5.835,6,12.63333333,6.541666667,8.95
NSFTV141,44.51485653602757,13.948605441894781,-6.018901094030985,-0.0944788369099864,1.247731249238475,-6.24411679743364,1.6973042224634385,-0.5638119875921129,4.991628986333886,4.286957246638868,Seratoes Hari,Indonesia,Pacific,0.25,100.5,76,149,0.674496644,0.510067114,3,1,39.15,1.066666667,NA,3.592735594,129.3333333,26.28333333,12.83333333,4.727387819,5.403427851,0.509,8.075283333,2.432666667,1.765814684,3.51344165,5.649366667,1.994133333,3.045265019,3.131516667,3.32,2.833,light,light,9,1,23.28,6.916666667,NA
NSFTV142,39.070538269137195,13.303263388593045,-6.974883586802637,-0.31782777314990035,-1.6267484578615092,-1.6071253312831695,-0.9103293510981657,-1.1005272146656437,6.8621535505417945,3.5609390127671463,Shai-Kuh,China,E Asia,1.15,111.8888889,97,165,0.678114478,0.587878788,9,1,36.96666667,1.088888889,1,3.884994333,194.3333333,29.71111111,10.66666667,4.906919516,5.073088309,0.847,8.161122222,2.8885,2.128538537,3.697338024,5.819033333,2.405511111,3.26695759,4.715511111,2.825,2.419,light,light,8.835,1,25.235,7,8.8
NSFTV143,-33.554339575909964,-6.012504686672819,-22.124246732393203,-2.3796283217679517,-1.0175827712295042,0.15859086631472008,-2.9439691755033586,5.2097355685126185,-1.534618542276698,6.664234532593863,Shinriki,Japan,E Asia,0.81,96.33333333,NA,209,0.46092504,NA,3.6,1,37.69,1.04,0,3.352407217,97.5,24.78,10,5.085742767,5.184588601,0.906,7.375,3.2199,2.249379445,3.694762366,5.32403,2.72348,3.290293754,5.50448,2.29,1.955,light,light,5.5,6,18.32333333,7,7.75
NSFTV144,-32.99077368294438,-5.294858494214517,-20.89568817234705,-2.554243463750772,-0.8259660747769285,0.12547772577969601,-2.1884084645451054,4.38487679877417,-1.2890704074015835,8.280638233852933,Shoemed,United States,America,NA,NA,NA,206,NA,NA,1,NA,21.43333333,0.766666667,0,NA,75,17.2,5.666666667,3.843030134,3.938340314,0.909,7.4059,3.2906,2.273948965,3.71490776,5.2223,2.7699,3.282000847,5.4565,2.251,1.885,light,light,8.165,7,18.05,7,7.4
NSFTV145,43.31091714917909,15.816693335530644,-5.4971013597395455,-0.705462175655118,0.3728170618297033,-5.002946824415165,0.14752289419332293,0.8882682066021669,4.810088661707472,3.138580634670404,Short Grain,Thailand,SE Asia,0.03,97,NA,235,0.412765957,NA,2.4,1,27.72,1.04,0,3.691999581,157.1,23.9625,11.5,4.50313746,5.02322241,0.594,8.73453,2.84297,2.163820603,3.74771094,6.220288889,2.283766667,3.275228853,4.502211111,3.072,2.724,light,light,8.335,1,22.68,7,10.55
NSFTV146,42.41498543905932,13.230661456166597,-6.420637189361269,0.11489708925152531,-2.103884725612613,-3.9594814265194653,-2.9217441534790676,-2.159879183357003,6.299594859503262,4.3864022175068005,Shuang-Chiang,Taiwan,E Asia,NA,NA,NA,NA,NA,NA,1,1,22,1.066666667,NA,NA,70,17.725,9.5,NA,4.532599493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA
NSFTV147,-23.381624458356626,5.741075990068361,17.137513406560863,-3.1950111724069146,10.738921429884016,1.4993354076621546,-0.504778829108363,0.03152080464923564,0.4781307208898818,0.5032267938944839,Sinampaga Selection,Philippines,Pacific,0.58,106.8,80,147,0.726530612,0.544217687,1,1,31.95,1.44375,0,2.75860248,105.9166667,22.66666667,12.77777778,5.575949103,5.708585735,0.876,7.851966667,2.399108333,1.734861316,3.4888452,6.035875,2.0202,3.112036068,3.3437,3.273,2.988,light,light,6.498333334,3,22.47,6.625,7.5
NSFTV148,42.75835691945044,1.8647506132571448,-3.0977642221145008,0.02738666426164503,1.0757277181965388,-6.911747283910485,-7.648146548608207,-5.57449147713048,9.036088396151358,3.6919779755262283,Sintane Diofor,Burkina Faso,Africa,0.36,NA,NA,263,NA,NA,3,1,NA,NA,NA,NA,90.66666667,NA,NA,4.477336814,4.919980926,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,24.755,7,NA
NSFTV149,-22.429146946486437,7.90584808703335,18.619455965832593,-2.167597644488552,9.630261718518142,2.5358155363257158,-0.6769075376179801,-1.4154488028564571,0.2637056939335627,2.841051407162195,Sinaguing,Philippines,Pacific,0.92,104,79,129,0.80620155,0.612403101,2,1,36.8,1.558333333,0,2.920769235,140.6666667,31.21111111,13.22222222,5.371154691,5.483874424,0.893,9.352316667,2.8225,2.249674702,3.831131229,6.998772727,2.351781818,3.420518015,5.3352,3.313,2.976,light,light,8.665,6,22.97,6,8
NSFTV150,-25.263594136434076,5.493724112507662,12.534935782493301,-4.402533700802785,14.927121576002339,0.5679782495565758,-5.230575537475305,3.060470939358897,0.2242281048054976,-0.4837775661702063,Sultani,Egypt,Africa,0.53,83.7,79,114,0.734210526,0.692982456,1.6,NA,34.27,1.41,0,3.010620886,107.9,25.28,9.9,4.71939133,5.365976015,0.524,8.272422222,3.139988889,2.302556204,3.790849729,6.119544444,2.662611111,3.40422797,5.910633333,2.635,2.298,light,light,7.165,7,15.03,6.541666667,8.4
NSFTV151,-30.88934225783803,-5.916087157805228,-19.998614885826267,-2.8480197409767967,-0.1602435733965563,-0.3192270987011465,-2.2355172528217597,4.734427896865184,-1.4200511214614344,8.738801504070778,Suweon,Korea,E Asia,0.73,90.4,NA,223,0.405381166,NA,2.4,1,30.68,1.06,0,3.328228362,81.1,22.92857143,9.285714286,4.856706812,5.019925341,0.849,7.4139,3.42003,2.317202733,3.732496499,5.13316,2.8924,3.306946407,5.82114,2.168,1.775,light,light,5.333333334,1,15.84,6.361111111,8.35
NSFTV152,37.88983625382054,-27.6373515114772,7.4925996969933335,-3.7900887343945064,-0.7213142807626761,0.2998035398492605,1.00937108684115,0.8139420870638907,3.0359359242922808,-1.316993007964674,T 1,India,S Asia,0.246,83.16666667,64,93,0.894265233,0.688172043,4.5,1,31.9,1.241666667,1,3.463128339,153.6666667,27.45833333,8.166666667,4.941047007,5.044499808,0.902,9.394816667,2.195816667,1.734106816,3.578931116,6.791063636,1.8198,3.13938978,3.126054545,4.279,3.732,light,light,8,4,26.11,5.625,9.1
NSFTV153,37.71087905550142,-27.802076987118397,7.765620787949124,-3.8611908019071923,-0.4313640478978714,2.4042514623099627,3.93549483138788,3.5261742389853263,2.4061168804389155,-0.17625294421809648,T26,India,S Asia,0.26,84.25,78,93,0.905913978,0.838709677,5.5,1,31.54166667,1.191666667,1,3.212186837,143.8333333,28.23333333,7.583333333,4.774912961,4.885323992,0.895,9.496883333,2.571383333,2.077244338,3.754154813,7.06637,2.13976,3.351441501,4.58705,3.693,3.302,light,light,7.666666667,3,27.6,6,8.1
NSFTV154,-30.068808242341163,-4.024865716114838,-13.128615985562977,0.38873941639665693,1.3812260702845023,0.8409832254604298,4.254906822337871,-7.982491031768702,2.96268192459944,-9.885854055230183,Ta Hung Ku,China,E Asia,0.67,76.91666667,64,92,0.836050725,0.695652174,3,1,24.93333333,0.983333333,1,3.016351561,113.3333333,19.525,10.5,4.591747166,4.790957951,0.819,8.568158333,3.483383333,2.507481167,3.896042833,6.30795,2.938466667,3.506859852,7.157058333,2.46,2.147,light,light,5.835,8,18.215,5,10.05
NSFTV155,-30.1559062831552,-5.1746855152157245,-15.335289994435271,0.41986307720970323,-0.5506390113707014,0.5494602468659279,1.171781047321689,-1.1349770631763048,1.2225127875673767,-2.0313643690502623,Ta Mao Tsao,China,E Asia,0.75,82.5,77,93,0.887096774,0.827956989,4.5,NA,24.175,0.816666667,1,3.48635519,116.8333333,22.0625,9,4.564348191,4.662581093,0.906,7.519358333,3.464683333,2.37035277,3.764360813,5.426641667,2.9902,3.393751955,6.560958333,2.17,1.815,light,light,7.335,7,18.52666667,4.611111111,10.45
NSFTV156,45.38508405438627,20.2333499531115,-7.760732310648069,0.38630413210514797,-0.3020323605639151,6.69439541560766,1.9550198620070518,2.0162956317641347,-4.574850329187264,-1.6285425087096879,Taichung Native 1,Taiwan,E Asia,0.29,93.83333333,80,107,0.87694704,0.747663551,4,1,33.29166667,1.308333333,0,3.79173684,98.08333333,26.3,12.41666667,4.984747523,5.14409724,0.853,7.389308333,3.115875,2.188669569,3.683247164,5.418783333,2.678025,3.306111066,5.449658333,2.372,2.023,light,light,8.331666667,1,24.23,7,8.1
NSFTV157,-32.47801242932545,-4.4878283627946605,-17.519207515924997,-2.0244295538801733,0.2935674399658734,0.5822868184811373,-0.7267712055125787,2.026120449815657,-1.3375879055483235,7.386478255430699,Tainan Iku 487,Taiwan,E Asia,0.54,88,80,143,0.615384615,0.559440559,3.666666667,1,34.24444444,1.122222222,0,3.266607228,98.22222222,23.67142857,10.85714286,4.951907021,5.157137753,0.814,7.3989,3.362911111,2.308561642,3.732516416,5.2718,2.921266667,3.357026809,6.220733333,2.2,1.805,light,light,5.331666667,2,18.90666667,7,8
NSFTV158,-33.52636800837463,-5.583093583351614,-20.551755942385746,-2.720474938687621,-0.9480728954044765,0.20416971553649016,-2.6827880440913554,5.062338737850194,-1.6373240150493038,7.403834948600034,Taipei 309,Taiwan,E Asia,0.71,90,NA,147,0.612244898,NA,3,NA,41.4,1.066666667,0,3.184974273,102.1666667,25.41666667,9.166666667,4.805386233,5.107963638,0.739,6.951116667,3.47045,2.302196684,3.69763146,4.932383333,2.9154,3.300076016,5.973516667,2.003,1.692,light,light,NA,6,20.11,7,8.05
NSFTV160,-6.44306761330337,-7.538139844800522,3.171851078034769,36.7991510102117,0.6254397588297593,-0.1281660110900785,-0.7234951759906312,2.5777459042914175,-0.5045071470648558,-2.2739854798421453,NSF-TV 160,Unknown,NA,0.5,82.83333333,67,107,0.774143302,0.626168224,7,NA,26.28888889,1.022222222,1,3.392829132,134,29.28888889,8.444444444,4.698964065,4.80811103,0.897,8.377483333,3.052558333,2.25274688,3.768620193,6.115308333,2.593458333,3.368943036,5.544733333,2.744,2.358,light,light,7.335,3,18.35,5.194444445,9.35
NSFTV161,43.70655572588161,17.437647899684414,-7.830619862936356,-0.01161979352045469,0.8637517580719244,-1.4542746007954652,1.8862302480478146,1.0493167670638026,-5.198439994286494,-0.4092011652280603,TeQing,China,E Asia,0.32,97.25,NA,113,0.860619469,NA,5,1,30.78333333,1.316666667,0,3.501545355,96.11111111,24.26,12,5.562816104,5.797407734,0.791,7.683009091,3.016663636,2.133551944,3.665607338,5.55812,2.64068,3.288097364,5.21954,2.547,2.105,light,light,5.333333334,1,23.56,5.875,7.7
NSFTV162,45.27002655328796,12.286443449349694,-6.50121611724026,0.23684240275278282,1.1923321459394958,-12.144488910777481,-1.536423489251475,-3.68277917742812,3.527539827040102,2.9285114769881337,TKM6,India,S Asia,0.434,111,78,116,0.956896552,0.672413793,4.333333333,1,49.44444444,0.655555556,0,3.763136225,129.1111111,27.8,10.33333333,4.622295436,5.031031922,0.664,8.092125,2.514041667,1.833374483,3.546893854,5.770566667,2.114016667,3.122117096,3.559308333,3.219,2.73,light,light,8.835,8,24.88333333,7,7.6
NSFTV163,40.50277700782275,13.356612168238575,-6.522354113380505,-0.16133693162031243,-1.3024896685620273,0.18951006052856406,0.03573675440220828,-1.3192259991928368,6.006310026758379,4.855199732260288,Taducan,Philippines,Pacific,0.8,102.75,96,148,0.694256757,0.648648649,8,1,28.92222222,0.966666667,0,4.099884743,143.9166667,27.1,10.77777778,5.065754593,5.232444622,0.846,7.761075,2.610125,1.889985847,3.558789039,5.68615,2.223533333,3.16607789,3.926091667,2.973,2.557,light,light,7.585,1,26.71666667,6.833333334,7.4
NSFTV164,-19.811030319226305,5.303067477670384,14.5702763375112,0.46641232946241695,3.6393216191487396,1.6525315573940345,5.9987912285913785,-5.3315065919193545,0.6651785265652554,2.679679115095479,Tondok,Indonesia,Pacific,0.706,104.8333333,72,133,0.788220551,0.541353383,3.666666667,1,29.87777778,1.755555556,1,2.737249356,110.8333333,25.03333333,13.16666667,5.367532436,5.479712568,0.894,8.875233333,3.254144444,2.38710188,3.854019529,6.331475,2.73615,3.466727598,6.4843125,2.727,2.314,light,light,7,7,20.5,6.759259259,7.2
NSFTV165,-21.39806509348405,6.450700996033628,14.849118752186184,1.0562329513572446,-0.6579410218087108,2.3552311977042693,3.4595860322286245,-6.121930487681982,-0.7364608807063019,4.743305755115923,Trembese,Indonesia,Pacific,0.7,85,77,97,0.87628866,0.793814433,4.5,NA,25.29166667,1.366666667,1,2.538973871,134.6666667,25.95,10.33333333,5.173792908,5.634789603,0.631,7.701481818,3.309981818,2.287188074,3.733866943,5.55136,2.72809,3.332636917,5.66713,2.327,2.035,light,light,7.331666667,8,19.18,5.375,8.8
NSFTV166,39.64048435563137,-0.4729325678519121,-2.1481481789714767,-0.8319328120342249,-1.3132942415431597,-8.14268208087463,-16.897929882704847,-12.846173517840393,12.592352101233818,2.3626996400807965,Tsipala 421,Madagascar,Africa,0.41,104.0833333,78,100,1.040833333,0.78,5.5,1,36.77916667,1.066666667,0,3.55296427,161,30.60909091,9.090909091,4.952620899,5.257968745,0.737,8.77615,2.868683333,2.208725777,3.779129885,6.264233333,2.427983333,3.355459679,5.2015,3.059,2.58,light,light,8.666666667,9,27.48666667,6.166666667,8.6
NSFTV168,40.61721795998794,-0.6195562953007482,-1.4173716228019004,-1.6571347970867485,-1.5382472948001766,-8.849149147521377,-18.457401026226254,-12.915108610029257,13.73451157239356,2.4181229804441986,Vary Vato 462,Madagascar,Africa,0.24,101.0833333,78,113,0.894542773,0.690265487,4.333333333,1,34.96666667,0.95,0,3.576550269,159.4444444,32.2,10,4.838923916,5.179909135,0.711,8.782975,3.092733333,2.357858166,3.852586115,6.390472727,2.641972727,3.460201297,6.276754545,2.84,2.419,light,light,8.835,9,27.95666667,6.444444445,7.7
NSFTV171,45.15661824527113,16.529803039141246,-8.082591497662595,0.04935659897312722,-0.9487304232272545,1.4079152085160584,2.254723406486689,1.2544275402100031,-2.704583243689759,-1.6304549627279514,ZHE 733,China,E Asia,0.28,70.66666667,60,76,0.929824561,0.789473684,5,1,22.09166667,1.175,0,3.757316616,87.16666667,22.09166667,9.333333333,5.008410599,5.157617484,0.861,8.880391667,2.987925,2.294116838,3.822013502,6.391416667,2.527408333,3.417337264,5.78075,2.972,2.529,light,light,5.001666667,1,25.28666667,3.444444445,7.8
NSFTV173,-33.58788586693213,-5.735855161936558,-21.911775076917127,-2.643109742968493,-1.2576939886643776,0.08738514483755583,-2.958174998796474,5.044784820035221,-1.580727155549482,8.459613631396635,NA,NA,NA,0.75,90.33333333,NA,80,1.129166667,NA,3,0,32.76666667,1.033333333,0,2.85263143,88.11111111,23.18333333,9.833333333,4.624972813,4.758504206,0.875,7.714477778,3.313355556,2.307818044,3.751356738,5.164244444,2.860144444,3.307231372,5.768666667,2.328,1.806,light,light,6.835,3,18.17,6.416666667,7.6
NSFTV174,-23.05810444263647,5.149435276812089,17.445031841083114,-1.3812413959073073,9.971599743234506,2.687145940462804,0.9000839652395095,-1.6057036715751778,0.1582755981935826,2.7413843339158057,Azucena,Philippines,Pacific,0.768,101.0833333,78,118,0.856638418,0.661016949,2,1,39.53333333,1.544444444,0,2.47793798,151.6666667,31.24285714,14.42857143,5.088477781,5.277385531,0.828,9.8543272730000009,2.849645455,2.321397926,3.898137778,7.429525,2.388266667,3.49105916,5.782291667,3.458,3.111,light,light,8.833333334,2,22.84,6.25,9
NSFTV175,-22.32920432975479,10.005854189604758,21.50997441344019,-1.455710039609455,-12.882067995515824,-2.805749150065395,-2.6517807731279768,3.4431964350147486,1.0193939994531938,-3.921498555677195,NA,NA,NA,0.785,NA,78,95,NA,0.821052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV176,-22.33679101981681,7.176858483079549,18.587176957649994,-3.12971104355978,11.161819306849859,1.8951917797304851,-0.8384966506647047,-0.4513611433058889,-0.30316612905582124,2.9446396774990613,583,Ecuador,America,0.779,98.85714286,91,157,0.62966333,0.579617834,2,1,36.75833333,1.891666667,0,2.668384945,131.6666667,26.29166667,14.5,5.152327739,5.318936654,0.847,9.099141667,3.6986,2.564357516,3.95548184,6.760527273,2.506881818,3.440547748,5.790563636,2.46,2.697,light,light,7.5,6,22.505,6.458333334,9.8
NSFTV177,-32.31124932523619,-4.870069475977897,-16.07463275683586,-3.037262876622881,-0.6657049182351853,0.007634746126048839,-0.08626985657252026,-0.10118451590452923,0.12487966919013191,-0.38498741277793075,68-2,France,Europe,0.926,76,65,76,1,0.855263158,4.333333333,1,24.28888889,1.166666667,0,3.595026545,90,20.36666667,10.5,4.894441903,5.02148531,0.881,7.960258333,3.238133333,2.336748971,3.786726565,5.823133333,2.701083333,3.379437056,5.91235,2.458,2.156,light,light,4.831666667,8,13.39,6.625,7.6
NSFTV178,36.05185208064261,-19.205066553372273,5.815590858937502,-3.6018804330303684,0.7560931938834733,6.5418051925223155,9.838937965461417,8.473238774093673,14.804123474038308,-0.06725817391555426,ARC 6578,India,S Asia,0.18,88,78,80,1.1,0.975,6,NA,41.88333333,1.541666667,0,3.215536924,159.75,30.1,9.818181818,5.318565527,5.484796933,0.847,6.7898,2.764791667,1.836237439,3.460431233,4.967936364,2.3203,3.052104444,3.616072727,2.456,2.141,light,light,7.666666667,6,27.28666667,5.916666667,8.05
NSFTV179,-33.086674258620164,-6.256934797789911,-20.807779510550855,-1.3381865777614501,-0.12001092421965227,0.04309683006954152,-0.6915987619013035,-0.2349525828455162,0.46925689391698294,-1.0072831924612202,Bellardone,France,Europe,0.85,71.83333333,66,70,1.026190476,0.942857143,5.5,1,20.725,0.816666667,0,3.585831078,97.41666667,20.775,10.25,4.658710953,4.743481802,0.919,7.486616667,3.5665,2.452777951,3.810186458,5.37528,3.00822,3.403991807,6.72215,2.099,1.787,light,light,5.331666667,9,21.43,6.875,8.7
