ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Accession_Name,Country_of_Origin,Region,Alu.Tol,Flowering time at Arkansas,Flowering time at Faridpur,Flowering time at Aberdeen,FT ratio of Arkansas/Aberdeen,FT ratio of Faridpur/Aberdeen,Culm habit,Leaf pubescence,Flag leaf length,Flag leaf width,Awn presence,Panicle number per plant,Plant height,Panicle length,Primary panicle branch number,Seed number per panicle,Florets per panicle,Panicle fertility,Seed length,Seed width,Seed volume,Seed surface area,Brown rice seed length,Brown rice seed width,Brown rice surface area,Brown rice volume,Seed length/width ratio,Brown rice length/width ratio,Seed color,Pericarp color,Straighthead suseptability,Blast resistance,Amylose content,Alkali spreading value,Protein content
NSFTV1,-32.46174155249408,-6.386945093340189,-19.19740993775125,-0.6595099361046118,0.0399591719843017,-0.222522570703505,1.0884139984940084,-1.4028337193453246,0.7021054779280224,-2.462527644989715,Agostano,Italy,Europe,0.73,75.08333333,64,81,0.926954733,0.790123457,4,1,28.375,1.283333333,0,3.068052935,110.9166667,20.48181818,9.272727273,4.785975442,4.914658225,0.879,8.064116667,3.685183333,2.587447569,3.914120138,5.794541667,3.113958333,3.51115158,7.737358333,2.188,1.861,light,light,4.833333334,8,15.61333333,6.083333334,8.45
NSFTV3,46.81619484711757,17.689728201699044,-8.169951196965135,0.8603693885270843,-2.298634373495477,13.824545054986023,-6.235944756587211,-1.6389676586719286,-0.20396559027406946,-0.5367022959916188,Ai-Chiao-Hong,China,E Asia,0.3,89.5,66,83,1.078313253,0.795180723,7.5,0,39.00833333,1,0,4.051784948,143.5,26.83333333,9.166666667,4.439705746,4.727387819,0.75,7.705383333,2.951458333,2.111145089,3.658708865,5.603658333,2.56645,3.287373062,5.10535,2.611,2.183,light,light,7.831666667,4,23.26,5.638888889,9.2
NSFTV4,36.14609438073469,-20.230681806317996,7.029167715417967,-4.745013913581092,0.21808965750285825,7.515589300780591,11.14113693302102,9.922380188381796,17.920867627380318,1.9566921200922283,NSF-TV 4,Unknown,NA,0.54,94.5,67,93,1.016129032,0.720430108,6,1,27.68333333,1.516666667,0,3.124565145,128.0833333,23.53333333,8.666666667,5.07970897,5.146436835,0.935,8.237575,2.926366667,2.154758678,3.713855969,6.120341667,2.466983333,3.334125877,5.126958333,2.815,2.481,light,light,NA,3,23.12,5.527777778,8
NSFTV5,-4.614446449299694,-7.670305593978088,4.928649464255662,40.71836846938512,0.08530544511227395,-0.8411561296339777,-1.345162764007619,5.018650920701206,-0.8005386943348137,0.8927531784510712,NSF-TV 5,Unknown,NA,0.44,87.5,70,108,0.810185185,0.648148148,3.5,1,30.41666667,0.891666667,0,3.697178257,153.75,28.96363636,6.363636364,4.523960131,4.730921391,0.813,9.709375,2.3821,1.94022138,3.700053664,7.089883333,2.0446083330000002,3.297791744,4.085133333,4.076,3.468,light,light,8.333333334,5,19.32333333,6.027777778,9.6
NSFTV6,34.109524955044385,-20.176602123072417,7.214955120464963,-4.242024577310876,1.0604644707474942,8.252190842637916,13.33849296383064,10.964431685556542,19.17887184570576,1.2609789820732928,ARC 7229,India,S Asia,0.57,89.08333333,73,101,0.882013201,0.722772277,6,1,36.90833333,1.75,0,2.857427602,148.3333333,30.91666667,11.16666667,5.538645743,5.676468373,0.871,7.118183333,3.281891667,2.202359519,3.657370297,5.136483333,2.803858333,3.284327991,5.555183333,2.169,1.832,light,light,8.166666667,3,23.24,5.444444445,8.5
NSFTV7,-19.072254366735976,6.318094413000835,18.233469708680527,-0.45436798315851185,-1.2239673703211849,0.6157332895210401,0.21639831753670852,2.393024073981585,0.452989808373491,2.4187122863716652,Arias,Indonesia,Pacific,0.86,105,NA,158,0.664556962,NA,3,1,36.99,1.55,1,2.859021228,119.6,24.625,13.33333333,5.338018733,5.43590303,0.907,7.347254545,2.528890909,1.774465329,3.474791087,5.485345455,2.188881818,3.101568676,3.591045455,2.905,2.506,light,light,8.585,2,20.18666667,6,11.75
NSFTV8,-21.95070595486816,6.937289323124202,17.612410321808188,0.9108010211172695,-4.134497501378295,-0.3248267226819721,2.259999492683206,-1.5551852942701485,-0.09892665705276289,-0.9547044136702377,Asse Y Pung,Philippines,Pacific,0.664,101.5833333,74,122,0.832650273,0.606557377,2.5,NA,41.95,1.858333333,0,2.621038824,147.4166667,31.5,12.22222222,5.54691205,5.794705943,0.781,8.572091667,2.654675,2.044537332,3.691182217,6.510433333,2.241341667,3.304196579,4.524383333,3.229,2.905,light,light,6.998333334,2,22.195,6.75,8.7
NSFTV9,-26.9452493581186,-4.975869832650817,-11.500379068836677,3.5881210553752463,0.5497599595615995,0.3952397037197758,2.3057498574194097,-3.4879713934639667,2.0732737776227634,-5.254907761800513,Baber,India,S Asia,0.723,73,75,81,0.901234568,0.925925926,6.5,1,24.425,1.2125,1,2.924504764,128.875,20.2,7.875,4.620058798,4.739482524,0.887,7.679875,3.3821875,2.352660146,3.768963219,5.459725,2.917775,3.385437596,6.3641875,2.271,1.871,light,light,7.168333334,9,22.56333333,5.25,9.9
NSFTV10,-33.37583329790107,-5.586472618917623,-20.87762338455522,-2.1781909408590674,-0.7091630695304512,0.04440892230571027,-1.9168166186068807,3.9132127370830356,-1.4768320284918703,7.030460528466895,Baghlani Nangarhar,Afghanistan,Mid East,0.902,89,55,74,1.202702703,0.743243243,3,NA,27.9,1,1,3.650658241,83,22.16666667,10.33333333,4.110873864,4.733270189,0.537,7.859,3.23325,2.265360786,3.729249146,5.088266667,2.937733333,3.309969856,5.9129,2.431,1.732,light,light,3.33,2,15.09666667,7,9.5
NSFTV11,46.21830579884346,11.767082576939906,-6.6741832749470476,0.046096324368260874,0.6671667912117908,-6.776801730979297,-3.5855209071566536,-3.093046000629178,3.563686739256836,4.346379370364333,Baguamon 15,Bangladesh,S Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,22.76333333,7,NA
NSFTV13,36.18674659254434,-29.114308190731958,7.494162309479537,-2.659239421184099,-1.3144867860433576,-0.20408024079610163,-0.8995790177713885,-4.501233144941993,-0.593497955045849,1.6203673086441397,NSF-TV 13,Unknown,NA,0.39,100.3333333,73,94,1.067375887,0.776595745,6,1,37.875,1.225,1,3.493134877,135.1666667,25.49,8.6,4.907494535,5.017279837,0.896,8.36956,2.73408,2.007076473,3.639387431,5.91732,2.38245,3.265614362,4.63269,3.061,2.484,light,light,NA,6,25.255,4.708333334,8.05
NSFTV14,-22.290742797398686,6.338917988134547,18.237408197327973,-1.9862738876723653,6.004143765077797,3.2142396185730027,5.95988420475224,-5.535440271186901,-0.7491998099211318,7.206175440577663,NA,NA,NA,0.44,97,75,178,0.54494382,0.421348315,2.333333333,1,30.23333333,0.911111111,0,3.753417975,117.8888889,28.85,10.83333333,4.578569504,5.01146828,0.649,9.3015125,2.3113625,1.845853006,3.626343926,6.869485714,1.959057143,3.221024942,3.6672,4.024,3.507,light,light,6.335,1,17.27,6.333333333,NA
NSFTV15,-33.14438507585626,-5.633378796273895,-20.56574256206619,-1.8518318668626723,-1.2075729686064522,-0.18060028539379386,-2.49253649807267,4.277546413389966,-1.1532123095758853,6.619628498373323,Beonjo,South Korea,E Asia,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33,9,17.705,7,7.5
NSFTV16,-3.0742031824308707,-9.544087073799881,4.946907286964382,41.13138326324066,0.2074567817393252,-0.6864523337209352,-1.5086043671182987,5.027767011600502,-0.20432817669839323,0.846539436534702,Bico Branco,Brazil,America,0.68,90.25,65,112,0.805803571,0.580357143,6,NA,29.98888889,0.966666667,0,3.431295413,161.8333333,30.575,8.875,4.738145869,4.890349128,0.859,9.964958333,2.43615,2.003931947,3.742286721,7.478625,2.071425,3.353194574,4.368508333,4.09,3.61,light,light,8.001666667,5,20.88666667,5.722222222,9.65
NSFTV17,42.34611388700919,17.550980266592113,-9.422878100206589,-0.5528707293362245,1.9802778347321854,-10.426278020494173,6.853209522721847,4.383062275696638,-5.108111946035494,-1.0567778593610433,Binulawan,Philippines,Pacific,0.46,83,NA,93,0.892473118,NA,5,1,19,1.2,NA,3.526360525,88,20.26666667,9.666666667,5.036952602,5.105945474,0.933,6.897466667,2.970766667,2.022906463,3.563556187,4.8827,2.521233333,3.130823907,4.2918,2.322,1.937,light,light,8.33,1,13.93,6.5,9.2
NSFTV18,37.21244789342728,-26.400200813946345,4.591141500616902,-1.7265473578800683,-0.2655902223769421,-3.6765601830027923,-9.51501314250386,-8.876712128855143,-14.438286469713844,-1.6609983714920349,BJ 1,India,S Asia,0.42,98.83333333,67,129,0.766149871,0.519379845,8,NA,32.76666667,0.991666667,1,3.858973784,132,24.75555556,8,4.774529304,4.821746767,0.954,7.658116667,2.88365,2.045003208,3.621436051,5.631041667,2.48815,3.246846311,4.73395,2.656,2.263,light,dark,NA,2,26.32333333,5,7.95
NSFTV20,-29.882630381594286,2.374489319296867,2.604769955805143,-5.868674708368634,-10.732610978969554,-2.8424018792881793,-6.386769819641698,8.575516132175695,-0.23281123944518695,-2.6327594600974797,Blue Rose,United States,America,0.55,104,NA,198,0.525252525,NA,2,1,33.43333333,1.491666667,0,2.713590381,130.5,24.35454545,12.81818182,5.443597652,5.551196227,0.898,8.209158333,3.293458333,2.362247684,3.811149261,6.005216667,2.819791667,3.4409153,6.491675,2.493,2.13,light,light,6.835,6,17.81666667,7,8.55
NSFTV22,-23.77178182059233,7.207938219129455,19.213245820592718,-1.9000685349305058,9.85449411930964,3.063676844753267,1.175635971459077,-2.3046468101169606,-0.7270937126020355,3.040398133921522,Caawa/Fortuna 6-103-15,Taiwan,E Asia,0.654,101.6666667,73,100,1.016666667,0.73,3,1,43.53333333,1.6,NA,2.512305624,120.6666667,29.6,13.66666667,5.497168225,5.631211782,0.875,8.6127,3.452566667,2.509181831,3.905614515,6.284366667,2.880533333,3.506299864,7.110266667,2.495,2.182,light,light,6.33,1,23.25,5,8.7
NSFTV23,-23.59005155002958,8.554564891531589,19.90272404585666,-3.024454514989787,-7.749897918447243,-0.9961887956885404,-0.5363387413827362,-0.41732844347914533,0.7907472917170203,-0.08215242251991435,Canella De Ferro,Brazil,America,0.46,103.4444444,82,124,0.834229391,0.661290323,3,0,36.38888889,1.166666667,0,2.899588413,112.4444444,21.4,9.166666667,4.652901589,4.958171725,0.737,8.624533333,3.2538,2.383422101,3.842383675,6.2896,2.7608416670000002,3.461330903,6.495658333,2.651,2.278,light,light,8.168333334,2,22.665,6,8.85
NSFTV24,-24.203310329959276,9.490426324570713,22.281296111122032,-2.438884621048647,-15.041055846421067,-2.772994105904324,-2.8803948056718744,5.74915749007297,0.48078808802974743,-4.910286128132615,Carolina Gold,United States,America,0.69,90.91666667,76,114,0.79751462,0.666666667,3,NA,35.90833333,1.533333333,0,2.899588413,132.8333333,23,8.833333333,4.856989537,5.063170242,0.814,9.6739,3.268941667,2.544889889,3.991602529,7.163508333,2.7702,3.601965345,7.492016667,2.959,2.586,light,light,7.583333334,1,21.41,5.5,8.4
NSFTV25,-22.91405234766974,10.282442357947458,22.23732624410598,-2.135945193916995,-13.649165310042363,-2.974725693913639,-2.5721200328774643,4.855105457078542,1.0006834954523767,-4.460584521584545,Carolina Gold,United States,America,0.736,92.18181818,75,108,0.853535354,0.694444444,1.909090909,1,35.75,1.3,0,3.139438994,132.125,21.46666667,9,5.04065631,5.156589207,0.891,8.751936364,3.102945455,2.333187481,3.832489713,6.510945455,2.6405625,3.456186188,6.157554545,2.821,2.466,light,light,8.33,5,20.43666667,6.5,8
NSFTV26,-24.236213191504078,9.534349560076729,22.32802087047656,-2.5477183124773615,-15.029073708944896,-2.8517354567700073,-2.896837685323311,5.705187797331943,0.4323230402199161,-4.815956444729648,Carolina Gold Sel,United States,America,0.562,92.33333333,76,117,0.789173789,0.64957265,3,1,38.61666667,1.65,0,2.651960734,136.9166667,25.80833333,10.91666667,5.078293943,5.233778845,0.856,9.636363636,3.230136364,2.512445172,3.971712174,7.1644,2.740545455,3.593532274,7.364290909,2.983,2.614,light,light,8.166666667,2,17.39,5.083333334,8.1
NSFTV27,-22.295570599043543,8.164309492577935,20.498985374547917,-4.850944012477257,-7.778683454501894,0.738976379585443,2.71956903117067,-3.2982787925823702,-2.5311824935453067,2.4845034512690973,NSF-TV 27,Unknown,NA,0.49,89.75,78,100,0.8975,0.78,4,NA,34.06666667,1.566666667,0,2.614959778,96.33333333,23.725,11.58333333,4.899703733,5.093750201,0.824,10.1823,3.644508333,2.82685395,4.160500395,7.2378,2.935675,3.656515943,8.342775,2.794,2.465,light,light,6.168333334,1,11.10333333,2,8.85
NSFTV29,43.74295137028498,15.600806686707365,-7.321328912178039,0.025293731397166837,-0.33233063004769364,-3.272849175312223,-0.5251556191207749,-0.9043159197901455,4.648561311529843,2.383466782730323,Chau,Vietnam,SE Asia,NA,90.5,NA,187,0.483957219,NA,5,1,30.05,1.075,0,NA,121.8888889,24.8,8.333333333,4.672828834,4.700480366,0.973,7.8074,2.9248,2.056445822,3.627115746,5.6932,2.470366667,3.239890789,4.6415,2.669,2.305,light,light,9,6,23.06333333,5,7.5
NSFTV31,-33.65789550708906,-5.8385978261018145,-21.41608040266934,-2.5540419700194392,-0.44319061571371665,-0.01080857215030952,-3.089332220738776,5.350339485392182,-1.7358738843362032,7.428387129040547,NA,NA,NA,0.78,89,NA,239,0.372384937,NA,1,NA,29.85,0.833333333,0,3.044522438,118.3333333,22.41666667,10.33333333,5.0604831,5.130884422,0.932,7.130816667,3.33185,2.244175308,3.679483365,5.2067,2.894733333,3.317153114,5.878866667,2.14,1.799,light,light,6.831666667,6,19.73,7,6.8
NSFTV32,-32.66283919527373,-5.036425910213814,-17.218781550364632,-0.9507970915795936,-0.12176046318381752,0.899591514234618,-0.5423876077632293,1.388107945120587,-0.907322134680513,2.9416886673420897,Chodongji,South Korea,E Asia,1.05,92.66666667,NA,184,0.503623188,NA,4.333333333,1,30.23333333,1.133333333,1,2.820055259,128.1111111,25,13,5.372703078,5.528546864,0.856,6.819333333,3.423422222,2.223927814,3.635488933,4.8141,2.976255556,3.26939909,5.774955556,1.992,1.618,light,light,6.835,4,18.415,7,7.9
NSFTV33,37.52750427307573,-30.887046482687044,8.29500767469138,-4.289426510463635,-0.8140701986607364,2.79063780223074,2.2316320608529105,3.420942390718148,1.9503992887207002,-0.9567868553855493,NA,NA,NA,0.24,82.25,63,81,1.015432099,0.777777778,5,NA,30.8,1.333333333,1,3.320228319,126.25,20.49166667,7.916666667,4.888676887,4.932072972,0.958,7.325583333,2.77925,1.919546617,3.533790696,5.376116667,2.389316667,3.1679550930000002,4.210666667,2.636,2.25,light,light,7.5,5,23.44,4.777777778,8.05
NSFTV34,42.98176292886876,9.784893714171465,-5.70220003890333,0.0656510844010677,-0.472461034223725,-10.074083431023972,-2.804718387889716,-3.717685391350779,6.394110988187168,4.20532298899174,NSF-TV 34,Unknown,NA,NA,97,NA,NA,NA,NA,1.666666667,1,39.36666667,0.95,0,3.135494216,117.5555556,23.11666667,10.83333333,4.16752618,4.982845297,0.442,7.4407,2.684366667,1.876141467,3.520911391,5.6439,2.340966667,3.174710748,4.0836,2.772,2.411,light,light,9,9,21.04,7,10.4
NSFTV35,44.743599689491305,10.31972780607736,-6.138162354436072,-0.16777304503946697,0.2737566874822262,-10.588476200516908,-3.6204140536065883,-4.439688696686293,4.124801165699411,3.9626142431749556,CO18,India,S Asia,0.451,NA,NA,164,NA,NA,1,1,NA,NA,NA,NA,105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,24.02666667,7,11.2
NSFTV39,42.31955913194185,-14.056012759977484,3.1208683588862485,-3.790275352026209,-0.4028259750377064,-2.0496426150720133,1.7048758480076098,0.13440287912016094,1.8210177908458967,0.35375223418423346,NSF-TV 39,Unknown,NA,0.287,95.16666667,76,108,0.88117284,0.703703704,8,1,39.85,0.858333333,0,4.016383021,150.4166667,28.01111111,8.222222222,4.472273513,4.692366731,0.802,9.159608333,3.341125,2.50761491,3.937733636,6.5616,2.725066667,3.509773472,6.81995,2.741,2.408,light,light,9,8,22.8,7,8.45
NSFTV40,-23.385378424690213,1.5757711033278297,4.8825699220980665,3.7190857564732753,3.1090002028038835,2.5670929951254795,7.242778020606228,-6.004392367557947,2.2204472825062522,3.1275345865391815,Dam,Thailand,SE Asia,0.779,95.66666667,46,133,0.719298246,0.345864662,2.5,0,33.09166667,1.6,0,2.970414466,114.75,27.73636364,8.818181818,4.944236458,5.192956851,0.78,8.222341667,3.756733333,2.641422388,3.951486317,5.897527273,3.118945455,3.527279888,7.851409091,2.189,1.891,light,light,6.168333334,4,0.21,7,8.7
NSFTV41,-17.284682475464823,-6.488917228716869,-2.4219571242553686,8.8519127248629,2.2361065257790615,0.5058467756846887,1.1453956907225404,-3.2659377205393914,1.9582396107933004,-2.3944568485004223,Darmali,Nepal,S Asia,NA,NA,63,158,NA,0.398734177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,9,21.85,7,9.4
NSFTV43,42.516849311475404,18.149365504930817,-7.605785930551891,0.2944321377250358,-1.4882168694960525,9.615006483186365,1.4145670589204535,2.72870459300336,-6.837711085868757,-2.656949591336059,Dee Geo Woo Gen,Taiwan,E Asia,0.32,92.25,71,99,0.931818182,0.717171717,6.5,1,24.34166667,1.283333333,0,3.739651779,98.66666667,25.9,10.09090909,5.0286538,5.182294145,0.858,7.577,3.179191667,2.254467453,3.72872277,5.585625,2.719658333,3.346865557,5.755858333,2.383,2.054,light,light,8.166666667,7,24.985,5.944444445,8.35
NSFTV44,38.97081257028031,-26.374204697642657,7.445546973193229,-4.929276480296989,0.18382012703159026,4.104849493137119,6.0154779493270505,4.951033390480949,8.096363692238596,-0.21137634885271614,Dhala Shaitta,Bangladesh,S Asia,0.44,81.83333333,64,93,0.879928315,0.688172043,8,1,37.61666667,1.716666667,0,3.54577861,136,28.64545455,10.36363636,5.329639838,5.377800477,0.953,8.412563636,2.638754545,1.988313853,3.643562762,6.218708333,2.238875,3.261344143,4.360191667,3.188,2.778,light,light,6.668333334,5,24.23666667,3.208333334,7.55
NSFTV45,-6.372305937223145,-7.104305045307274,4.293517047717551,40.08180281908465,-0.08824263676345248,-0.3178221623925978,-0.5255203475163935,3.6038478698302847,0.21230818682004843,0.8206490772955131,Dom Sufid,Iran,Mid East,0.6,81.75,65,94,0.869680851,0.691489362,3,1,25.81666667,0.891666667,1,3.358637767,141.1666667,28.85,7.9,4.548599834,4.676560182,0.88,9.447275,2.908825,2.295296932,3.856689983,7.032916667,2.467433333,3.470934347,5.871175,3.248,2.85,light,light,7.666666667,5,19.205,5.111111111,9.05
NSFTV46,-24.135804648081077,9.106155536350082,21.227951098144487,-3.2041364951050366,-7.4661017235894604,0.45733499252443477,2.3307014757874884,-2.131420788210655,-0.9299373822360525,2.5082616379443987,Dourado Agulha,Brazil,America,0.65,95.58333333,76,122,0.783469945,0.62295082,3,0,39.78888889,1.366666667,1,3.125785402,127.25,21.91111111,9.444444444,4.703506087,4.903627332,0.819,9.8472,2.981063636,2.412906827,3.941010771,7.430981818,2.566790909,3.561941601,6.6616,3.303,2.895,light,light,8.166666667,1,22.195,5.666666667,8.5
NSFTV49,37.512584266722214,-28.183922343126316,6.862124161382265,-2.7063427568510754,0.5654765862520543,-5.479186974166657,-8.15232055914514,-7.304100182449747,-16.707335598131763,-2.029873791352868,DV85,Bangladesh,S Asia,0.35,96,NA,90,1.066666667,NA,7,1,24.75833333,0.883333333,1,3.715602524,127.1666667,22.8,7.666666667,4.68981766,4.767855768,0.925,7.147358333,2.836383333,1.933480843,3.525823371,5.182483333,2.414408333,3.143450883,4.159458333,2.52,2.146,light,dark,NA,3,26.095,5.458333334,8.4
NSFTV50,39.39100420497089,-30.94551106793265,7.357314683390018,-3.8586203162810846,-0.29090546896563235,-0.953616855841803,-0.8779877898934255,-0.616303172512358,-7.495042058369199,-0.06673163075917711,DZ78,Bangladesh,S Asia,0.12,95.25,64,77,1.237012987,0.831168831,6,1,26.69166667,1.066666667,0,3.392829132,130.5833333,20.82222222,7.666666667,4.637373326,4.673678091,0.964,7.652991667,3.625625,2.480197663,3.831593918,5.486536364,3.036345455,3.438555639,7.088354545,2.111,1.807,dark,dark,NA,3,24.38333333,5,8.65
NSFTV51,-32.00736708361062,-6.054986709792719,-20.231022831817974,-2.564231078428662,-0.3876031143351065,0.02342371697786226,-2.4055803584405018,3.6481865011072805,-1.0688169436942443,4.7809558298564285,Early Wataribune,Japan,E Asia,0.6,102.6,77,175,0.586285714,0.44,5.4,1,27.95,1.08,0,3.234749174,123.1428571,23.975,10.88888889,4.932673753,5.137267945,0.815,7.36546,3.49469,2.383464374,3.766726445,5.28696,3.0189,3.388513953,6.63207,2.108,1.751,light,light,5.833333334,8,18.78,6.958333334,8.6
NSFTV53,-3.1726413116123098,-9.426546567250577,4.872696852970284,40.98213730121005,0.20409618761205983,-0.6109174958343696,-1.5397904172528787,4.964432181686507,-0.12824434790850855,0.7802385363697066,Firooz,Iran,Mid East,0.59,91,78,100,0.91,0.78,4,1,31.92222222,0.866666667,0,3.314186005,152.5,30.8,8.875,4.766911035,4.919980926,0.858,9.8331,2.410925,1.971143846,3.71904689,7.406725,2.068233333,3.340223167,4.303016667,4.079,3.581,light,light,8.331666667,4,20.975,5.666666667,8.75
NSFTV55,-21.6736958592553,-4.591416781488751,-7.833429436950268,12.855199596308026,0.9421421446489341,0.5066462113102893,1.069687634681974,-2.2317138587441114,1.3862048676768932,-5.088592034772914,Gerdeh,Iran,Mid East,0.74,74.91666667,66,84,0.891865079,0.785714286,2,1,27.21111111,0.877777778,1,3.414990704,101.3333333,25.55555556,5.555555556,4.021375542,4.259545078,0.788,8.93616,3.29885,2.505024587,3.933527713,6.47656,2.70832,3.496923838,6.6787,2.709,2.391,light,light,6.085,6,17.21,6.916666667,11.9
NSFTV56,-33.05869008638807,-5.5658937141846305,-18.821329850056806,-2.0257352891285434,-0.7931402832195391,0.14485841898087468,-1.1089446251935584,2.8445578955187774,-1.074515871787466,5.81909288172836,Geumobyeo,South Korea,E Asia,0.81,74.125,66,76,0.975328947,0.868421053,3,1,21,1.15,NA,3.388618599,77,NA,NA,4.760952188,4.816819358,0.946,7.1648625,3.32005,2.242322749,3.678680749,5.101,2.8036125,3.267021496,5.42885,2.158,1.819,light,light,3.498333334,4,13.223333330000001,7,8.1
NSFTV57,46.2794537847583,18.401696272691055,-8.7069526659526,0.8317816000784739,-1.5456499160600012,16.545126306135867,-1.2718523895649358,1.8464092660803733,-5.063781818108771,-1.999373769527807,NSF-TV 57,Unknown,NA,0.3,89.83333333,76,88,1.020833333,0.863636364,7,NA,23.325,1.158333333,0,4.037186148,137.1666667,24.35454545,8.5,4.748089195,4.888296442,0.869,7.331733333,3.080108333,2.123587007,3.636286631,5.27326,2.62217,3.249792152,5.01199,2.38,2.011,light,light,8.333333334,4,23.42333333,5.666666667,7.95
NSFTV58,36.92559940510347,-27.684845061902237,5.489881632849523,-2.2097411510796374,-0.8639097386299993,1.0889647545761947,-2.331271430377037,-2.766098785881559,-0.7480929807265829,-0.4060124254959575,Ghati Kamma Nangarhar,Afghanistan,Mid East,0.309,91.25,77,101,0.903465347,0.762376238,6,1,40.05833333,1.408333333,0,3.58120144,129.1666667,24.15555556,10.11111111,5.133180635,5.232296265,0.906,7.914516667,3.30515,2.341784973,3.781572576,5.703516667,2.788358333,3.376480533,6.059225,2.395,2.045,light,light,8.168333334,7,26.32,4.472222222,8.05
NSFTV59,-22.614385126005043,5.639739964227003,14.084845287284919,1.874913357790745,-1.93334993523508,2.8510638677732603,3.0362855073755513,-4.848229016308196,-1.273352861468607,5.872630399458102,Gogo Lempuk,Indonesia,Pacific,0.944,82.16666667,70,96,0.855902778,0.729166667,5,1,22.83333333,1.7,1,2.463853241,136.5555556,21.77777778,11.22222222,5.010635294,5.166688924,0.856,7.270466667,3.395341667,2.257299157,3.680275883,5.11332,2.89601,3.301881891,5.79952,2.141,1.766,light,light,6.835,7,18.245,4.041666667,9.1
NSFTV60,-26.39144874823243,0.8437946647588951,-2.24576280561469,0.48285094259805256,-0.853069621900662,1.8416692186487844,3.1218570047256065,-2.2050523830994506,-2.060880174229097,8.646154716175221,Gotak Gatik,Indonesia,Pacific,0.6,82.33333333,68,88,0.935606061,0.772727273,4.5,1,34.475,1.45,1,2.983153491,128.9166667,27.12727273,10.33333333,5.110343502,5.43649703,0.722,7.839541667,3.308983333,2.332449674,3.768703676,5.66771,2.7678,3.363048547,5.91572,2.369,2.048,light,light,5.5,8,18.275,5.208333334,8.9
NSFTV61,46.1461529745658,18.35083779081799,-8.829627671821497,-0.2487917074507273,-0.7238266626766694,4.8401175351064785,-1.7927772237599944,-1.6293693408540786,0.5424750584115138,1.1245401115391822,Guan-Yin-Tsan,China,E Asia,0.43,89.25,75,93,0.959677419,0.806451613,8,1,33.06666667,0.95,0,4.016383021,142.4166667,26.16363636,8.166666667,4.593281614,4.78673388,0.824,7.9208,3.033925,2.199149575,3.717259973,5.664466667,2.561925,3.299007759,5.173466667,2.611,2.211,light,light,7.498333334,4,25.355,5.75,7.55
NSFTV63,-32.667795101805154,-5.296418605980605,-20.19102167175284,-1.9514878270491867,-0.7081091491879149,0.03428291383214332,-2.000508936810554,3.2793685861403414,-1.3235365470077276,4.859134041373346,Haginomae Mochi,Japan,E Asia,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,1.12,7,8.25
NSFTV65,-24.196738116028904,9.5460405530636,22.32201345829608,-2.4723541648741407,-14.934809316965369,-2.7674490182705527,-2.8161020007749364,5.693449204713968,0.5063463061744808,-4.805003632377962,Honduras,Honduras,America,0.53,100.75,80,114,0.88377193,0.701754386,3,1,41.18333333,1.625,0,2.995732274,129.5833333,25.09166667,10,4.886582645,5.059425458,0.841,9.707925,3.234433333,2.540705923,3.994364914,7.189635,2.7082375,3.586802292,7.2389875,3.001,2.655,light,light,7.333333334,4,23.46333333,5.083333334,8
NSFTV66,41.129190608585674,14.702171513716143,-6.334806655896563,-1.0571359158202553,-2.6020936306442617,-3.4620711801269235,-1.656519220297695,-1.6229121971857128,6.0107129091403895,4.11634248955318,Hsia Chioh Keh Tu,Taiwan,E Asia,1,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67,1,23.80666667,7,NA
NSFTV67,-31.10118406371008,-5.31102573011838,-18.017671636018203,-0.7351096876344224,-0.4420413592801731,0.47455851514169534,0.3628735467058104,0.5743402191401793,-0.2931472716501714,1.0696318038207804,Hu Lo Tao,China,E Asia,0.8,114.6666667,NA,222,0.516516517,NA,5,1,33.78333333,0.895833333,0,3.355735008,123.9166667,22.96363636,11.81818182,5.356193116,5.502278098,0.864,7.438633333,3.46265,2.368166039,3.763471758,5.389275,2.957733333,3.390376828,6.518958333,2.148,1.822,light,light,7.501666667,6,24.395,7,8.5
